File,input_path,target_path
0792,VD_dataset2/0792_input.png,VD_dataset2/0792_target.png
0796,VD_dataset2/0796_input.png,VD_dataset2/0796_target.png
0800,VD_dataset2/0800_input.png,VD_dataset2/0800_target.png
0804,VD_dataset2/0804_input.png,VD_dataset2/0804_target.png
0808,VD_dataset2/0808_input.png,VD_dataset2/0808_target.png
0812,VD_dataset2/0812_input.png,VD_dataset2/0812_target.png
0816,VD_dataset2/0816_input.png,VD_dataset2/0816_target.png
0820,VD_dataset2/0820_input.png,VD_dataset2/0820_target.png
0824,VD_dataset2/0824_input.png,VD_dataset2/0824_target.png
0828,VD_dataset2/0828_input.png,VD_dataset2/0828_target.png
0832,VD_dataset2/0832_input.png,VD_dataset2/0832_target.png
0836,VD_dataset2/0836_input.png,VD_dataset2/0836_target.png
0840,VD_dataset2/0840_input.png,VD_dataset2/0840_target.png
0844,VD_dataset2/0844_input.png,VD_dataset2/0844_target.png
0848,VD_dataset2/0848_input.png,VD_dataset2/0848_target.png
0852,VD_dataset2/0852_input.png,VD_dataset2/0852_target.png
0856,VD_dataset2/0856_input.png,VD_dataset2/0856_target.png
0860,VD_dataset2/0860_input.png,VD_dataset2/0860_target.png
0864,VD_dataset2/0864_input.png,VD_dataset2/0864_target.png
0868,VD_dataset2/0868_input.png,VD_dataset2/0868_target.png
0872,VD_dataset2/0872_input.png,VD_dataset2/0872_target.png
0876,VD_dataset2/0876_input.png,VD_dataset2/0876_target.png
0880,VD_dataset2/0880_input.png,VD_dataset2/0880_target.png
0884,VD_dataset2/0884_input.png,VD_dataset2/0884_target.png
0888,VD_dataset2/0888_input.png,VD_dataset2/0888_target.png
0892,VD_dataset2/0892_input.png,VD_dataset2/0892_target.png
0896,VD_dataset2/0896_input.png,VD_dataset2/0896_target.png
0900,VD_dataset2/0900_input.png,VD_dataset2/0900_target.png
0904,VD_dataset2/0904_input.png,VD_dataset2/0904_target.png
0908,VD_dataset2/0908_input.png,VD_dataset2/0908_target.png
0912,VD_dataset2/0912_input.png,VD_dataset2/0912_target.png
0916,VD_dataset2/0916_input.png,VD_dataset2/0916_target.png
0920,VD_dataset2/0920_input.png,VD_dataset2/0920_target.png
0924,VD_dataset2/0924_input.png,VD_dataset2/0924_target.png
0928,VD_dataset2/0928_input.png,VD_dataset2/0928_target.png
0932,VD_dataset2/0932_input.png,VD_dataset2/0932_target.png
0936,VD_dataset2/0936_input.png,VD_dataset2/0936_target.png
0940,VD_dataset2/0940_input.png,VD_dataset2/0940_target.png
0944,VD_dataset2/0944_input.png,VD_dataset2/0944_target.png
0948,VD_dataset2/0948_input.png,VD_dataset2/0948_target.png
0952,VD_dataset2/0952_input.png,VD_dataset2/0952_target.png
0956,VD_dataset2/0956_input.png,VD_dataset2/0956_target.png
0960,VD_dataset2/0960_input.png,VD_dataset2/0960_target.png
0964,VD_dataset2/0964_input.png,VD_dataset2/0964_target.png
0968,VD_dataset2/0968_input.png,VD_dataset2/0968_target.png
0972,VD_dataset2/0972_input.png,VD_dataset2/0972_target.png
0976,VD_dataset2/0976_input.png,VD_dataset2/0976_target.png
0980,VD_dataset2/0980_input.png,VD_dataset2/0980_target.png
0984,VD_dataset2/0984_input.png,VD_dataset2/0984_target.png
0988,VD_dataset2/0988_input.png,VD_dataset2/0988_target.png
0992,VD_dataset2/0992_input.png,VD_dataset2/0992_target.png
0996,VD_dataset2/0996_input.png,VD_dataset2/0996_target.png
1000,VD_dataset2/1000_input.png,VD_dataset2/1000_target.png
1004,VD_dataset2/1004_input.png,VD_dataset2/1004_target.png
1008,VD_dataset2/1008_input.png,VD_dataset2/1008_target.png
1012,VD_dataset2/1012_input.png,VD_dataset2/1012_target.png
1016,VD_dataset2/1016_input.png,VD_dataset2/1016_target.png
1020,VD_dataset2/1020_input.png,VD_dataset2/1020_target.png
1024,VD_dataset2/1024_input.png,VD_dataset2/1024_target.png
1028,VD_dataset2/1028_input.png,VD_dataset2/1028_target.png
1032,VD_dataset2/1032_input.png,VD_dataset2/1032_target.png
1036,VD_dataset2/1036_input.png,VD_dataset2/1036_target.png
1040,VD_dataset2/1040_input.png,VD_dataset2/1040_target.png
1044,VD_dataset2/1044_input.png,VD_dataset2/1044_target.png
1048,VD_dataset2/1048_input.png,VD_dataset2/1048_target.png
1052,VD_dataset2/1052_input.png,VD_dataset2/1052_target.png
1056,VD_dataset2/1056_input.png,VD_dataset2/1056_target.png
1060,VD_dataset2/1060_input.png,VD_dataset2/1060_target.png
1064,VD_dataset2/1064_input.png,VD_dataset2/1064_target.png
1068,VD_dataset2/1068_input.png,VD_dataset2/1068_target.png
1072,VD_dataset2/1072_input.png,VD_dataset2/1072_target.png
1076,VD_dataset2/1076_input.png,VD_dataset2/1076_target.png
1080,VD_dataset2/1080_input.png,VD_dataset2/1080_target.png
1084,VD_dataset2/1084_input.png,VD_dataset2/1084_target.png
1088,VD_dataset2/1088_input.png,VD_dataset2/1088_target.png
1092,VD_dataset2/1092_input.png,VD_dataset2/1092_target.png
1096,VD_dataset2/1096_input.png,VD_dataset2/1096_target.png
1100,VD_dataset2/1100_input.png,VD_dataset2/1100_target.png
1104,VD_dataset2/1104_input.png,VD_dataset2/1104_target.png
1108,VD_dataset2/1108_input.png,VD_dataset2/1108_target.png
1112,VD_dataset2/1112_input.png,VD_dataset2/1112_target.png
1116,VD_dataset2/1116_input.png,VD_dataset2/1116_target.png
1120,VD_dataset2/1120_input.png,VD_dataset2/1120_target.png
1124,VD_dataset2/1124_input.png,VD_dataset2/1124_target.png
1128,VD_dataset2/1128_input.png,VD_dataset2/1128_target.png
1132,VD_dataset2/1132_input.png,VD_dataset2/1132_target.png
1136,VD_dataset2/1136_input.png,VD_dataset2/1136_target.png
1140,VD_dataset2/1140_input.png,VD_dataset2/1140_target.png
1144,VD_dataset2/1144_input.png,VD_dataset2/1144_target.png
1148,VD_dataset2/1148_input.png,VD_dataset2/1148_target.png
1152,VD_dataset2/1152_input.png,VD_dataset2/1152_target.png
1156,VD_dataset2/1156_input.png,VD_dataset2/1156_target.png
1160,VD_dataset2/1160_input.png,VD_dataset2/1160_target.png
1164,VD_dataset2/1164_input.png,VD_dataset2/1164_target.png
1168,VD_dataset2/1168_input.png,VD_dataset2/1168_target.png
1172,VD_dataset2/1172_input.png,VD_dataset2/1172_target.png
1176,VD_dataset2/1176_input.png,VD_dataset2/1176_target.png
1180,VD_dataset2/1180_input.png,VD_dataset2/1180_target.png
1184,VD_dataset2/1184_input.png,VD_dataset2/1184_target.png
1188,VD_dataset2/1188_input.png,VD_dataset2/1188_target.png
1192,VD_dataset2/1192_input.png,VD_dataset2/1192_target.png
1196,VD_dataset2/1196_input.png,VD_dataset2/1196_target.png
1200,VD_dataset2/1200_input.png,VD_dataset2/1200_target.png
1204,VD_dataset2/1204_input.png,VD_dataset2/1204_target.png
1208,VD_dataset2/1208_input.png,VD_dataset2/1208_target.png
1212,VD_dataset2/1212_input.png,VD_dataset2/1212_target.png
1216,VD_dataset2/1216_input.png,VD_dataset2/1216_target.png
1220,VD_dataset2/1220_input.png,VD_dataset2/1220_target.png
1224,VD_dataset2/1224_input.png,VD_dataset2/1224_target.png
1228,VD_dataset2/1228_input.png,VD_dataset2/1228_target.png
1232,VD_dataset2/1232_input.png,VD_dataset2/1232_target.png
1236,VD_dataset2/1236_input.png,VD_dataset2/1236_target.png
1240,VD_dataset2/1240_input.png,VD_dataset2/1240_target.png
1244,VD_dataset2/1244_input.png,VD_dataset2/1244_target.png
1248,VD_dataset2/1248_input.png,VD_dataset2/1248_target.png
1252,VD_dataset2/1252_input.png,VD_dataset2/1252_target.png
1256,VD_dataset2/1256_input.png,VD_dataset2/1256_target.png
1260,VD_dataset2/1260_input.png,VD_dataset2/1260_target.png
1264,VD_dataset2/1264_input.png,VD_dataset2/1264_target.png
1268,VD_dataset2/1268_input.png,VD_dataset2/1268_target.png
1272,VD_dataset2/1272_input.png,VD_dataset2/1272_target.png
1276,VD_dataset2/1276_input.png,VD_dataset2/1276_target.png
1280,VD_dataset2/1280_input.png,VD_dataset2/1280_target.png
1284,VD_dataset2/1284_input.png,VD_dataset2/1284_target.png
1288,VD_dataset2/1288_input.png,VD_dataset2/1288_target.png
1292,VD_dataset2/1292_input.png,VD_dataset2/1292_target.png
1296,VD_dataset2/1296_input.png,VD_dataset2/1296_target.png
1300,VD_dataset2/1300_input.png,VD_dataset2/1300_target.png
1304,VD_dataset2/1304_input.png,VD_dataset2/1304_target.png
1308,VD_dataset2/1308_input.png,VD_dataset2/1308_target.png
1312,VD_dataset2/1312_input.png,VD_dataset2/1312_target.png
1316,VD_dataset2/1316_input.png,VD_dataset2/1316_target.png
1320,VD_dataset2/1320_input.png,VD_dataset2/1320_target.png
1324,VD_dataset2/1324_input.png,VD_dataset2/1324_target.png
1328,VD_dataset2/1328_input.png,VD_dataset2/1328_target.png
1332,VD_dataset2/1332_input.png,VD_dataset2/1332_target.png
1336,VD_dataset2/1336_input.png,VD_dataset2/1336_target.png
1340,VD_dataset2/1340_input.png,VD_dataset2/1340_target.png
1344,VD_dataset2/1344_input.png,VD_dataset2/1344_target.png
1348,VD_dataset2/1348_input.png,VD_dataset2/1348_target.png
1352,VD_dataset2/1352_input.png,VD_dataset2/1352_target.png
1356,VD_dataset2/1356_input.png,VD_dataset2/1356_target.png
1360,VD_dataset2/1360_input.png,VD_dataset2/1360_target.png
1364,VD_dataset2/1364_input.png,VD_dataset2/1364_target.png
1368,VD_dataset2/1368_input.png,VD_dataset2/1368_target.png
1372,VD_dataset2/1372_input.png,VD_dataset2/1372_target.png
1376,VD_dataset2/1376_input.png,VD_dataset2/1376_target.png
1380,VD_dataset2/1380_input.png,VD_dataset2/1380_target.png
1384,VD_dataset2/1384_input.png,VD_dataset2/1384_target.png
1388,VD_dataset2/1388_input.png,VD_dataset2/1388_target.png
1392,VD_dataset2/1392_input.png,VD_dataset2/1392_target.png
1396,VD_dataset2/1396_input.png,VD_dataset2/1396_target.png
1400,VD_dataset2/1400_input.png,VD_dataset2/1400_target.png
1404,VD_dataset2/1404_input.png,VD_dataset2/1404_target.png
1408,VD_dataset2/1408_input.png,VD_dataset2/1408_target.png
1412,VD_dataset2/1412_input.png,VD_dataset2/1412_target.png
1416,VD_dataset2/1416_input.png,VD_dataset2/1416_target.png
1420,VD_dataset2/1420_input.png,VD_dataset2/1420_target.png
1424,VD_dataset2/1424_input.png,VD_dataset2/1424_target.png
1428,VD_dataset2/1428_input.png,VD_dataset2/1428_target.png
1432,VD_dataset2/1432_input.png,VD_dataset2/1432_target.png
1436,VD_dataset2/1436_input.png,VD_dataset2/1436_target.png
1440,VD_dataset2/1440_input.png,VD_dataset2/1440_target.png
1444,VD_dataset2/1444_input.png,VD_dataset2/1444_target.png
1448,VD_dataset2/1448_input.png,VD_dataset2/1448_target.png
1452,VD_dataset2/1452_input.png,VD_dataset2/1452_target.png
1456,VD_dataset2/1456_input.png,VD_dataset2/1456_target.png
1460,VD_dataset2/1460_input.png,VD_dataset2/1460_target.png
1464,VD_dataset2/1464_input.png,VD_dataset2/1464_target.png
1468,VD_dataset2/1468_input.png,VD_dataset2/1468_target.png
1472,VD_dataset2/1472_input.png,VD_dataset2/1472_target.png
1476,VD_dataset2/1476_input.png,VD_dataset2/1476_target.png
1480,VD_dataset2/1480_input.png,VD_dataset2/1480_target.png
1484,VD_dataset2/1484_input.png,VD_dataset2/1484_target.png
1488,VD_dataset2/1488_input.png,VD_dataset2/1488_target.png
1492,VD_dataset2/1492_input.png,VD_dataset2/1492_target.png
1496,VD_dataset2/1496_input.png,VD_dataset2/1496_target.png
1500,VD_dataset2/1500_input.png,VD_dataset2/1500_target.png
1504,VD_dataset2/1504_input.png,VD_dataset2/1504_target.png
1508,VD_dataset2/1508_input.png,VD_dataset2/1508_target.png
1512,VD_dataset2/1512_input.png,VD_dataset2/1512_target.png
1516,VD_dataset2/1516_input.png,VD_dataset2/1516_target.png
1520,VD_dataset2/1520_input.png,VD_dataset2/1520_target.png
1524,VD_dataset2/1524_input.png,VD_dataset2/1524_target.png
1528,VD_dataset2/1528_input.png,VD_dataset2/1528_target.png
1532,VD_dataset2/1532_input.png,VD_dataset2/1532_target.png
1536,VD_dataset2/1536_input.png,VD_dataset2/1536_target.png
1540,VD_dataset2/1540_input.png,VD_dataset2/1540_target.png
1544,VD_dataset2/1544_input.png,VD_dataset2/1544_target.png
1548,VD_dataset2/1548_input.png,VD_dataset2/1548_target.png
1552,VD_dataset2/1552_input.png,VD_dataset2/1552_target.png
1556,VD_dataset2/1556_input.png,VD_dataset2/1556_target.png
1560,VD_dataset2/1560_input.png,VD_dataset2/1560_target.png
1564,VD_dataset2/1564_input.png,VD_dataset2/1564_target.png
1568,VD_dataset2/1568_input.png,VD_dataset2/1568_target.png
1572,VD_dataset2/1572_input.png,VD_dataset2/1572_target.png
1576,VD_dataset2/1576_input.png,VD_dataset2/1576_target.png
1580,VD_dataset2/1580_input.png,VD_dataset2/1580_target.png
1584,VD_dataset2/1584_input.png,VD_dataset2/1584_target.png
1588,VD_dataset2/1588_input.png,VD_dataset2/1588_target.png
1592,VD_dataset2/1592_input.png,VD_dataset2/1592_target.png
1596,VD_dataset2/1596_input.png,VD_dataset2/1596_target.png
1600,VD_dataset2/1600_input.png,VD_dataset2/1600_target.png
1604,VD_dataset2/1604_input.png,VD_dataset2/1604_target.png
1608,VD_dataset2/1608_input.png,VD_dataset2/1608_target.png
1612,VD_dataset2/1612_input.png,VD_dataset2/1612_target.png
1616,VD_dataset2/1616_input.png,VD_dataset2/1616_target.png
1620,VD_dataset2/1620_input.png,VD_dataset2/1620_target.png
1624,VD_dataset2/1624_input.png,VD_dataset2/1624_target.png
1628,VD_dataset2/1628_input.png,VD_dataset2/1628_target.png
1632,VD_dataset2/1632_input.png,VD_dataset2/1632_target.png
1636,VD_dataset2/1636_input.png,VD_dataset2/1636_target.png
1640,VD_dataset2/1640_input.png,VD_dataset2/1640_target.png
1644,VD_dataset2/1644_input.png,VD_dataset2/1644_target.png
1648,VD_dataset2/1648_input.png,VD_dataset2/1648_target.png
1652,VD_dataset2/1652_input.png,VD_dataset2/1652_target.png
1656,VD_dataset2/1656_input.png,VD_dataset2/1656_target.png
1660,VD_dataset2/1660_input.png,VD_dataset2/1660_target.png
1664,VD_dataset2/1664_input.png,VD_dataset2/1664_target.png
1668,VD_dataset2/1668_input.png,VD_dataset2/1668_target.png
1672,VD_dataset2/1672_input.png,VD_dataset2/1672_target.png
1676,VD_dataset2/1676_input.png,VD_dataset2/1676_target.png
1680,VD_dataset2/1680_input.png,VD_dataset2/1680_target.png
1684,VD_dataset2/1684_input.png,VD_dataset2/1684_target.png
1688,VD_dataset2/1688_input.png,VD_dataset2/1688_target.png
